label,sentence1,sentence2,sample_index
0,A man in a deli is using a meat slicer.,A man slices pastrami for sale in his sandwich shop.,7509
0,A man wearing a black shirt is outside walking with a shopping cart.,A man is wearing a black t-shirt outside.,7511
1,A woman raises her hand as a bus passes by.,A woman raises her hand,7513
0,Two women are hand-crafting something or making clay pottery.,Two women are dancing to hip-hop music.,7519
1,A woman and her two dogs are walking down the street.,The gal is exercising with two canines.,7526
0,A woman checks her purse while at a outside cafe.,A man checks his back pocket for his wallet,7543
1,A group of people advertising for free hugs.,A group of people are posing for the camera.,7546
1,"woman in helmet showing three small children something in her hands, standing in front of a stone wall.",The woman is near a wall.,7554
1,A group of performers dancing in front of two DJs.,A group of performers dancing in front of two DJs,7555
1,A religious man in a robe is sitting in contemplation.,A man wearing a robe looks to be very religious,7559
0,Man on horse that is rearing up.,A man rides a horse on a track.,7560
0,People walk on a city street near lined parking spaces.,The people just got done parking and are now walking,7561
1,A man in black is performing as the front man of a band during a live performance.,There are people watching the performance.,7564
0,A little boy jumps high off his bed.,boy jumpping,7570
0,"A woman looks out over the water dressed in a blue dress, white shirt, and green leafy headwear.",The woman is asleep in bed.,7574
0,Two boys playing basketball was the referee looks on.,The referee is wearing a striped shirt.,7575
1,"Two men, one in a black shirt, the other wearing a jacket, piling up wheat.",Two men are piling up wheat.,7576
0,People sitting in a circle with a book in the middle.,The people are running a marathon,7577
0,A rodeo player is being taken down by a bull.,A bull rider is being charged by the bull.,7587
1,A young man jumps from one balcony to another.,A human jumping,7595
0,Two women with sunhats walk down a city street.,The women are carrying shopping bags.,7603
0,A man and a woman locking arms (wearing expensive clothing) next to glass display (perhaps retail stores) on the sidewalk in an urban setting.,A group of people stand in an open field.,7617
0,Some adults and children together under a grass hut.,Some adults and children are members of a tribe.,7622
1,A group of people in a white room wearing costumes one girl is wearing white toga.,There is more than one person in a room.,7629
0,A man and a young boy are walking across a street as another man is riding by on a bicycle.,Two men and a boy ride bikes together.,7633
1,The peoples walking in the road,Group walking down the street.,7634
0,A man in a suit along the railing of a balcony that has a very high view.,The view goes for a long way.,7641
1,Two men are posing for a picture.,Two men are posing while having their picture taken.,7643
0,"People posing in front of large plantation style house where 3 people are standing, 5 people are sitting and one person is bending over.","People posing in front of large plantation style house where 3 people are upside down, 5 people are jumping in the air and one person is on his back.",7648
1,A man is giving a speech.,The speech is being given by a man.,7651
0,A person is walking in the distance of a yellow bridge.,A person is sitting in the bathtub.,7657
0,"A spotted dog, a black dog, and a puppy converging on a tennis ball.",The pets race to see who can get the toy first.,7667
1,"Three people playing rock music, one of them is wearing a hat and a black pants with a black t-shirt and singing and playing the guitar.",A few people are playing rock and roll music.,7668
1,Five men in blue and black uniforms pose for a picture.,Five men pose for a picture.,7673
0,Women crossing the street in front of a black car.,The women are going to work.,7674
1,A group of people are outside next to a house with a straw roof.,The group of humans are outside.,7679
0,Two people walking down a dirt trail with backpacks on looking at items they are carrying.,Two women are inspecting their compasses.,7683
0,People are acting like a zombies.,People holding their arms out walking like zombies.,7686
1,A dog has its head inside a red and green gift bag.,The dog's head is inside a bag.,7687
1,"A man, standing on a ladder, takes a picture using a cellphone.", A man takes a picture using a cellphone.,7693
0,"An elderly women is sitting and leaning against a wall, holding a photo and a plastic glass.",an old woman sits against a wall holding a photo drinking rum,7694
0,An old pudgy man walks down a sidewalk wearing a tight blue Superman shirt.,A man is going to visit his friend.,7705
1,Many people gather in front of the Lincoln Memorial.,People gather outside of a building.,7709
1,A young guy in punk clothing is performing a skateboard trick.,A guy is wearing punk clothing.,7714
0,A young boy in batman pajamas is playing with toys on a hardwood floor.,A kid playing at nursery school,7715
1,"Two guys in a locker room, the guy in the orange shirt laughing.",There are two men in a locker room.,7717
0,A man in a yellow shirt smiling sitting in a red bike in the backseat.,A man is running a marathon.,7721
0,An older man in a gray shirt standing by a building that has meat hanging out to dry.,The man is buying meat.,7723
1,A child in colorful goggles plays in a pool.,The child playing in the pool has colorful goggles.,7725
0,A person drives in a red car.,A person is riding in a white car.,7730
0,"A tall, dark-haired man in white sport coat and black slacks is walking along a tiled mosaic crosswalk of various colors and designs beside a woman with short, dark hair who is also wearing a white sport coat but with blue jeans.",A man and women play basketball.,7734
0,A man in blue shorts kicking a yellow ball in front of a goal.,a man is playing soccer in front of a crowd,7761
0,Kids in white collared shirts walking down a brick road.,A group of kids are sleeping inside school.,7776
1,A man in plaid shorts is jumping over a fountain.,The man jumps.,7777
1,A chinese woman is preparing and selling candy.,An Asian woman is selling goods.,7783
1,A dark-haired man in a green shirt is playing the drums with a bass player in the background.,A man plays drums next to a bassplayer,7790
0,guy playing two instruments at one time.,The man is playing the trumpet and piano.,7800
1,Women at a counter in a laundry mat looking at through her purse.,There is a woman with a purse.,7804
1,A group of 10 men and women standing in a line in a yard in front of a tree,People stand in line.,7805
0,A man sits in a white room amongst various scientific-looking machinery.,A man is watching tv,7806
0,A young child holding a flower to her nose,A child is reading a book.,7813
0,Several basketball players are grabbing for the ball during a game.,The basketball players are being aggressive while playing in a tournament.,7827
1,Joggers in a race on a cold day.,The day is cold,7830
1,A bride laughs as she cuts her cake with her groom in front of palm bushes.,The couple are at their wedding reception.,7832
0,"A little girl with blond ponytails is eating a sausage, with several adults in the background.",An old man eating lunch.,7833
1,A girl and her fiancee getting lady for some romantic moments after a long day at work.,A couple getting ready.,7842
0,A young man in a brown shirt and cap has a blue and red cooler ready to go.,A young man is heading to the beach with his cooler.,7843
0,A man in a plaid shirt and jeans stands on a crane working on an awning next to a man in a blue shirt.,the man is at home cooking pasta,7848
1,A man wearing headphones is checking the screen of a handheld device while on the street.,Bob was wearing his headphones and checking his ipod while walking.,7849
1,"Five people, wearing dark blue shirts, give a presentation outdoors.",People are giving a presentation outside.,7858
1,Woman in orange jacket is sitting crossed legged on a bench while woman in blue is leaning against the glass.,There is a woman sitting on a bench and another woman leaning against some glass.,7860
1,A woman is looking at a wooden structure.,A gal ponders at the structure.,7863
0,Lady with teal boots and matching handbag walking while talking on cellphone.,The woman is talking to her boyfriend.,7867
0,A man in a dark gray shirt and striped open button-down shirt crouches down behind a set of wooden bars and looks through them into the camera.,The man is being photographed while in prison.,7869
0,"Two females are getting ready to walk upstairs in front of graffiti and behind a station announcing ""downtown"".",Two women are in a subway.,7878
1,A group of people are surfing in the ocean.,There is more than one surfer.,7891
1,A dog that looks much like a coyote jumps into the air over a grassy field to catch a tennis ball.,A dog jumps to catch a tennis ball.,7892
1,Man in wearing striped shirt is at a bowling alley in the process of bowling.,Man wearing a striped shirt is bowling.,7901
1,a man wearing a red hat and blue top carries a tray on his head filled with some sort of baked goods.,A man carrying food on his head trying not to drop it.,7904
0,A middle-aged man is looking at the middle-aged woman.,A Man is in love with a woman.,7906
0,A man inhaling smoke from a smoke-pot,The person is not smoking regular tobacco from that pot!,7916
1,A woman is standing in a rough hewn structure with a round opening with her head sticking out above the opening.,There is a woman.,7935
1,Boys are playing near water and one of them is jumping.,Boys play and one of them jumps.,7939
1,A group of men stand at the back of an open semi-truck with dollies.,Some men are standing by a truck,7941
1,A man in a suit is giving a presentation while a lady in a black and white top sits.,Some people are near each other.,7943
0,Angry looking businessman walking down sidewalk.,The man is happy.,7956
1,A man shaking the hand of a teenager sitting on a bench.,A man is being friendly with a teenager who is sitting down.,7967
1,The woman is wearing a purple shirt and runs on the beach.,A woman is outdoors.,7970
0,Several tables are set up with produce on them.,Apples and oranges are set out on two different tables.,7971
1,A Scottish bagpipe group is standing in a circle in their attire.,A group of bagpipers in a circle,7973
1,Children are playing Monopoly.,The kids are playing a board game.,7979
1,Several people are riding motorcycles down a narrow street.,Some of these people are riding vehicles.,7980
0,"An oriental man was wearing a jacket with many pockets, along with his green sandals.",An Asian man wearing a jacket with a lot of pockets and green sandals smiles.,7982
1,"Group of people walking down street, one making a face.",A person out of the group of people is making a face.,7984
0,A spots team hugs after a play.,A sports team sobs quietly by themselves.,7987
1,"A man, with rainbow hair, and a woman are yelling out the window of a limo.",The man has rainbow hair,7989
0,"A woman lying on the floor, smiling and reaching out to a young child.",A man lays on the floor.,7992
0,Men in orange vests are laying train track down.,The men are correcting the broken track.,7994
0,Two guys next to a green billboard sign about chicken.,Two guys ate chicken.,7996
0,"man jogging on a road, in front of a big unfinished building.",A man is walking by a brand new building.,8002
0,A man with a mustache is smoking a cigarette.,The man is almost done smoking,8004
0,Tulips decorate an outdoor cafe.,The cafe has ugly decor with no flowers.,8006
1,A family with no home trying to make some type of shelter from sticks and tree limbs in a wooded area.,The family is homeless.,8007
1,A man is staring intently at some plants.,The plants are being stared at by a person.,8010
1,"A man with brown hair wearing a leather jacket with a white skull, black pants and brown bag on his left shoulder along with a blond woman wearing a leather jacket and black pants with a purple and red backpack on her back with white skull and cross bones both walking down the subway platform.",These folks have on fairly similar jackets.,8017
0,Two women jog down the street.,The women are swimming in the middle of the ocean.,8032
1,A group of children standing in a shallow pool of water.,The children have wet feet.,8038
0,A young baby enjoying a snooze with his father.,A baby crawling all over their father excitedly.,8041
0,Woman walking down a sidewalk.,A woman is doing yoga in the park.,8044
0,Steam rises from a large outdoor vat as two workers look on.,"One worker shoves the other into the steam, causing several burns.",8050
1,Tourist taking pictures.,There are tourists.,8053
0,A tourist watching a native prepare clothes for sale.,a person is singing in the rain,8056
0,Three workers in fluorescent orange clothing cleaning the subway tracks.,Three inmates in a work program plot their escape through the subway tunnels while pretending to clean.,8058
1,a woman is crouched using her laptop on a busy sidewalk,The woman is crunched down on a busy sidewalk using a laptop.,8070
0,"Five Young girls wearing pink skirts, halter tops, and pantyhose in a dance pose inside a room.",Nobody is dancing,8073
0,"Somewhere in Asia, a child is dressed in a costume, possibly as a sort of demon, and is doing a presentation in front of a large audience.",A child is happily dressed in a costume.,8082
0,A man smiles and holds onto a rope on a boat.,The man frowned and jumped off the boat.,8096
1,A man in a white helmet clings to a sheer rock face,A man is holding on to a cliff.,8105
0,A shirtless man with a sleeve of tattoos walks toward a black pickup truck.,The man is wearing a shirt,8106
1,"Two men who look college age, one wearing red and the other wearing white are playing ultimate frisbee together with the white shirted man trying to block the red shirted man from passing.",Two men are playing frisbee against each other,8110
1,A boy swings in the air.,The boy is making a movement.,8120
0,"A young man air kicking another young man who is in a defensive stance, outdoors.",The men are kissing.,8125
1,A guy playing a game at a fair.,A male is at the fair,8128
0,Two women wearing helmets and safety pads appear to be fighting.,Two women making cheese-burger,8130
1,A tennis player wearing a white outfit swings for the ball.,The tennis player is playing tennis.,8133
0,A man in red trunks with tattoos on his right arm is boxing a man in black trunks inside a boxing ring.,A man in yellow trunks is boxing with a man in pink trunks inside the ring.,8135
1,A woman in a blue skirt browsing cosmetics at a store.,A woman looking at cosmetics in a store.,8150
0,A man wearing white walks passed a shuttered building with an advertising banner over the door.,The man saw the ad on the door and didn't want to pay attention to it,8152
0,a man wearing a red clown nose stand talking to a man holding groceries on a busy city street.,A man is sitting inside.,8154
1,The dog is carrying a toy through the grass.,A dog is outside.,8155
0,A boy climbing a rocky area.,The man is jumping off a cliff.,8162
0,A couple of army men playing baseball.,Men are playing tennis.,8164
0,Woman in white top chats while slicing bread.,She is getting ready to make a sandwich.,8172
0,A woman weeps while reading a book.,A woman is reading a sad book.,8173
1,Two girls are sitting on an ATV on the sand in front of a bridge.,There are girls near a bridge.,8175
0,A group of young adults standing inside near a Pabst Blue Ribbon beer display.,The people are sitting down next to a wine display.,8189
1,A lady crosses a city street under a rainbow.,they are outside,8190
0,A girl with a feather in her head applies makeup at an outdoor gathering.,A performer prepares her costume for an event.,8194
1,A blond little girl walks down a sidewalk with a stick in her hand.,A blond little girl walks outside.,8195
0,Woman gets her hand kissed by living statue street artist.,The woman gets her hand kissed by the celebrity.,8200
1,Two men in orange and yellow safety clothes are pulling a thick cord.,The two men are using their arms.,8202
1,A woman holds a baby on her lap and holds the hand of another young child who is riding on a horse-shaped tire swing.,a woman has a baby,8208
1,There are many people wearing helmets riding on bikes.,many people on bikes,8212
1,This man is wearing a Barack Obama T-shirt and carrying a drink.,A man has a drink.,8213
0,Two ladies dressed are dressed in blue and one of them attempts to hand out a pamphlet to a tall man in a blue t-shirt who is drinking coffee.,Nobody has a shirt on,8219
0,Lots of people are playing in the river that runs through the city and in the sandy park beside it.,"It's a hot, sunny day and people are cooling off in the river.",8220
1,Three of four safety workers are gathered around a big yellow machine.,People are standing by a yellow machine.,8225
1,A professor teaches a group of mixed older students in a classroom.,The professor and the students are all indoors.,8226
1,A group of people consisting of 6 people are waiting somewhere while 4 of them are talking to each other.,some people wait near another group who chat,8227
0,A white and black dog is running out of a yellow and orange tube.,The dogs are running out of a slide.,8228
0,A man with yellow curly hair and a blue shirt and vest is singing into a mic.,man performs to large crowd,8230
0,A man in a blue shirt is kicking a yellow object while other students are practicing karate in the background.,A man is teaching children a kick.,8232
0,A guy in dark rimmed glasses kissing a newborn baby while the baby is crying.,A woman kissing her baby,8234
0,"Two brunette women in stylish, sexy dresses posing for a picture.",The woman were in pant suits.,8238
1,A group of people outside playing drums and walking down the street wearing black and blue clothes.,people are walking down the street playing percussion instruments.,8245
1,"Three people, two in white, one in red and black, are playing soccer.",Three people are playing a game of soccer.,8253
0,A woman in a blue ski coat pulls a tree through the snow on skies.,A woman is napping.,8258
1,a baby in a car seat wearing overalls.,A baby in overalls seated in a car seat.,8268
0,"A festival is going on right outside a lake, with several drummers in red shirts and a man on stilts playing the drums.","A group of drummers at a 4th of July festival wearing red, white and blue shirts.",8270
1,Two men are installing a window.,There are two men,8288
0,Four tattooed women jump and pose in front of a black background.,Emperor Paplatine does pilates.,8290
1,people walking on sidewalks on a beautiful city street.,People walking through a city,8306
1,Two children on the back of an elephant with a man holding the reigns off to the side.,two children are ridng an elephant,8308
1,An impromptu toast among friends.,Friends are having a drink.,8311
0,A blond boy with a navy blue uniform kicks a soccer ball in an open field.,Blond boy playing soccer in open field with other youngsters before World Cup,8319
0,People walking in the platform.,People are standing waiting for the train to hit them.,8320
0,Three pairs of different-colored underwear hanging from a clothesline with people and cars in the background,"Three pairs of different-colored underwear, drying in the sun.",8321
1,A bicyclist in a bike lane.,A person is riding a bicycle in a bike lane.,8322
0,A woman with her hair up and wearing sunglasses is sitting and leaning against the back of a sofa while looking at her phone.,A woman is doing pull-ups.,8335
0,"People walk down a city street at nighttime in front of construction and a ""Do Not Enter"" street sign.",People walk in front of an Exit sign.,8338
1,The tennis player dressed in white swings the racket.,The tennis plater swings the racket.,8340
1,"A candid photo of a woman wearing a pink coronet and gold trimmed pink dress, standing in what looks to be a reception or conference room.",A woman is in a room dressed in pink.,8352
1,A man in a dark coat and jeans and a blond woman in a tan coat with a scarf wrapped around her neck are holding hands stopping to look at something.,"A pair of people holding hands, one in a dark coat and jeans, the other in a scarf and tan coat, look at a thing.",8356
1,"Asian male dressed in white, wearing straw hat and gloves, gesturing to people in crowd.",A man gestures to people around him.,8357
0,A dog jumping over a fence.,A cat escapes from the yard,8359
0,A group of people wearing trench coats perform on stage.,People are sitting on a couch.,8363
1,Four horseriders look into the water.,There are a group of people outside.,8376
0,"The blue jersey softball player is sliding on to base kicking up sand, while the red jersey softball player is trying to tag her out.",the players are boxing each other,8378
0,A group of kids having a water fight with buckets of water and squirt guns.,The kids are having a pillow fight.,8386
0,Many people are dancing outside at night under hanging lights.,People are line dancing.,8389
0,A group of musicians setting up to record in a basement.,The basement is soundproof.,8392
0,a black and white dog walking through the grass with a long stick in his mouth.,A dog leads a blind man across a busy intersection.,8393
1,Two children splashing in the ocean.,There are kids in the water.,8407
0,A bunch of people are standing or sitting in a snow valley.,"They are all friends, talking with one another.",8410
0,A person with their hair in a ponytail washing dishes in front of the window with the blinds closed.,A person has a pixie cut.,8415
0,A construction worker is talking on the phone in a train tunnel.,A construction worker is making a very important phone call.,8424
0,Two boys are sitting reading comic books.,Two boys are reading prices in a shop window.,8425
0,A young girl in a green and yellow jacket uses a microscope.,A young girl looks at bacteria under a microscope,8427
0,A group of people sit outside a restaurant at a ski lodge.,There is one person alone in his bedroom.,8428
1,A woman is getting help adjusting her dress to fit.,A person helping another with a dress.,8431
0,A topless man cooking outside on the grill.,the man was reading a book,8433
0,"A man is bent over, attaching snowshoes.",The man is throwing the snowshoes off.,8434
0,A woman is standing in a rough hewn structure with a round opening with her head sticking out above the opening.,The woman is beautiful.,8436
1,Several people are relaxing outside.,There are people outdoors.,8442
0,Asian man wiping his chin.,Asian man drooled and is cleaning it off his face,8445
0,An employee takes a break from working to have a drink,A person working at the Target.,8459
0,a young man wearing a red Pokemon shirt carrying a small red box,The man is old.,8464
0,A small dog with long hair holds a snowman toy in its mouth.,A pint-sized dog proudly carries something in his mouth.,8465
0,A man is using a sledgehammer to hammer a ring onto a barrel.,A man isn't holding anything.,8472
1,A man in a red and white checked shirt plays in a park.,A man is playing in the park.,8475
0,A father and daughter are sitting outside.,People are sitting together outside and enjoying the day.,8476
0,A man in a white outfit is washing a tiled surface.,the man is getting mud all over the tile,8477
1,A large crowd of people are congregated between a busy street and a tall building.,A huge crowd are sandwiched in between a busy road and a tall building.,8485
0,Black and white dog is jumping into the air to catch a ball outside.,A dog catching a ball his owner threw.,8494
1,A mottled black and gray dog in a blue collar jumping over a fallen tree.,A dog is jumping outside.,8502
0,"A group of white male sailors, senior officers in tan and black shirts, and a lower ranked, black sailor, dressed in the traditional white pants suit with blue tie, walking past a sushi restaurant.",a group of sailors walk,8505
0,A man in a colorful button-up t-shirt is pouring what appears to be barbecue sauce onto something.,A man is cooking barbecue.,8510
1,A man with black rim eyeglasses is looking up at a mosaic made up of tiny mirrors,The eyeglasses are prescription.,8512
1,A boy getting his hair buzzed off by another boy.,A boy getting a haircut.,8519
1,A dog chews on a stick.,A dog is chewing.,8521
1,this scene looks like its in Asia and a little Chinese boy is racking grass.,a boy is raking grass,8527
1,A man with glasses on is getting suited up to go skydiving.,A man is wearing glasses.,8529
0,The man in the yellow pants is raising his arms.,Someone in yellow pants raises their arms over their head,8533
1,A big tri-colored and a smaller puppy with light blue eyes are playing together.,There are animals playing together.,8536
1,"Boys and men, mostly all wearing helmets, hang on to two separate cars while they ride skateboards.",A group of males is skateboarding by holding onto moving cars.,8549
1,A man is falling out of his kayak as his paddles go flying.,there is a person falling out of his boat and his paddles are flying.,8554
0,Two dogs are looking at each other.,The dogs are playing.,8557
0,A woman wearing blue pants is bending over next to a woman and small child seated at restaurant table.,people are about to eat lasagna,8567
1,"Tourists in Times Square taking pictures with public figure, The Naked Cowboy.",Tourists are taking a vacation.,8569
0,"A man wearing a gray shirt, blue jeans, glasses, and sneakers is teeing of a golf ball with a golf clove.",A man drinking a beer in a restaurant.,8571
1,A man in a black hat is standing with a group of people inside a stadium.,A man wearing a hat,8577
0,A dog runs through the snow.,A duck flies in the rain.,8580
0,Four people sit on the steps of the entrance to a building.,Four people are outside,8589
0,A man at an outdoor restaurant lowers him sunglasses.,The man is near sunglasses.,8592
0,A mother helps her little boy eat his food by feeding him by hand.,"A mother carefully feeds her young son, spoonful by spoonful, as he sits in his highchair.",8602
1,Three men posing with scenic mountains in the background,three men are outside,8603
0,A street vendor wearing a chef's hat and several people gathered around him and his cart.,two men eat burgers along,8609
0,A man in a blue shirt and tie is holding a wineglass next to two other men.,The wine is red wine.,8623
1,A man in suspenders is dancing on a stage while a band plays behind him.,A man dances on a stage.,8627
0,An audience of senior citizens is sitting for some kind of presentation.,Young people are watching tv.,8633
1,"A group of people filling up helium balloons, one of the people is trying to float away on one.",people fill balloons,8639
0,A basketball player rejects another basketball players shot in midair right below the basket.,The play is a foul.,8646
1,A train passes a number of people on a subway platform.,There are many people on subway platform.,8647
1,An adult baseball player sliding onto the base while his opponent attempts to tag him.,The baseball player is an adult.,8651
0,Woman by building in short coat with other building in view.,A man in a trench coat with building in view.,8659
1,An asian child in a baseball cap crying while he is being held,A crying child is being help.,8662
0,Girl with tan dress and a hat with woman in a gray top with blue ball on ground.,Two women dressed neatly.,8666
0,A mother and child are playing a game where the child is a cashier and the mother is a customer.,A mother playing with her son,8669
0,A man is midair above the water on a water board as the water splashes up underneath him.,A man is sitting in bed.,8673
1,A young boy with brown hair and green eyes looks at the camera and sticks his tongue out.,A boy is making a face at the camera.,8679
0,Two people dressed as clowns promoting an event.,The clowns are making silly gestures.,8680
1,A woman directing traffic.,A woman managing the flow of vehicles.,8684
1,A dog rolls on his back in the grass.,A dog is rolling,8691
0,Several people are preparing to film a scene involving a young schoolgirl and a young schoolboy.,The people are watching a game.,8702
0,A policeman wearing a yellow reflective jacket riding a motorcycle waving to the camera.,A motorcycle policeman waves to the camera as he escorts the movie star to her hotel.,8705
0,A little boy in a red shirt and baseball hat kneels in shallow water with a yellow bucket full of sand.,A boy plays in a dry sandbox.,8707
1,A child in a blue jacket and helmet is on a skateboard.,A child is enjoying outdoor activities.,8716
0,A woman is laying in a hammock.,A woman prepares to nap.,8717
1,Husband and wife taking a rest after attending an event.,A husband and wife are taking a break.,8721
0,A baseball player in blue scoring run by crossing home plate.,the crown is cheering,8727
1,A man standing on footstool in front of hat stand,A man in front of a hatstand is standing on a footstool.,8730
0,The man wearing orange is dropping tools from the upper scaffold to the man in the red vest on the lower scaffold.,Two men are eating lunch.,8739
0,A customer in a black jacket is looking at fine cheeses.,A man in a black jacket is looking at fine cheeses that he plans to steal from the shop.,8753
1,A woman holding a box resting her eyes while riding the bus.,A woman rides a bus.,8754
0,There are people sitting in a bus.,There are people sitting on a plane waiting for takeoff,8755
1,A black-haired woman in yellow and orange is doing work near the water.,The woman works near the water.,8766
1,A woman is fixing the garden.,The woman is outside.,8787
1,One basketball player wearing a white jersey trying to pass the basketball into bounds while the other team blocks him.,A basketball game.,8788
0,"Three people, each wearing pair of red snowshoes, relax in the snow.",the snow is melting slowly,8792
0,A man working underneath a train.,The man is asleep under the train.,8795
1,Man taking pictures of something.,A man is taking pictures.,8800
0,two black dogs playing fetch with a red toy,They are owned by the same owner.,8801
0,A man exerts all his force in a gym with a large amount of weightlifted over his head.,A man competing with other at a gymnasium.,8802
1,A bartender with a black shirt and gloves on is pouring a brown drink into two glasses with the assistance of a rod.,The bartender is doing his job,8806
0,A bearded man is playing the clarinet.,A man is practicing for the show,8808
1,A policeman stands in a crosswalk in a city.,The person is outside.,8815
1,A group of people have a meal together in a restaurant.,People eating a meal while out.,8816
0,A group of children learning to swim.,Children are running outside.,8817
0,A woman sitting on one of several blocks of cement.,A women is running on a treadmill.,8828
0,Several people are waiting for something to arrive.,People waiting for the bus,8837
1,"A man in a purple shirt is doing a dance move that is very low to the floor, the audience looks on with enjoyment.",A man is dancing.,8838
0,A group of people gather and take pictures in an inner city common grounds.,a photographer is waiting for the right lighting,8840
1,"Two women from Florida experience snow for the first time, jumping for joy at the sight and feel of the cold, wet northern treasure.",Two women from Florida are experiencing winter for the first time.,8852
0,A person in a black tank top is playing the french horn with other people.,A person is breathing fire.,8861
1,A little boy playing in a water spout.,The little boy is playing,8865
1,Four people sit on the steps of the entrance to a building.,People sit outside a building.,8867
1,a person wearing a white hooded sweatshirt covered with a blanket sitting on a bench reading,A person sitting down on a piece of furniture reading.,8893
0,"At a beachfront cafe, where the leaves of palm trees are blown by a gentle breeze, tourists dine under turquoise and white shade umbrellas which match the colors of the sky and the sea beyond them, while in the distance, beachgoers relax beneath blue cabanas and umbrellas on the sand.",tourists eat an alligator on the bus,8899
0,A boy holds a red umbrella in a muddy yard.,A boy holds a red umbrella after a rainstorm.,8900
0,Standing at a podium in front of a colorful mural and old gentleman uses a screen to communicate to other men at a table and in the audience.,A woman is sitting at a table in front of an audience.,8901
1,A wet spaniel clears a jump.,A wet spaniel jumps.,8905
0,Three dogs of various sizes.,The dogs are all identical.,8914
0,An older man rows a boat.,The man is on a lake.,8915
1,An Asian girl wearing a red shirt playing ping-pong with a black paddle.,An Asian girl is standing at a ping-pong table.,8924
1,A group of men dressed in red are playing the drums.,A group of men dressed in red are playing the drums outside.,8925
0,Two girls laughing within a crowd.,A man is sitting alone weeping.,8931
1,people enjoying a sunny day at the beach,A group of people laughing on a sandy beach,8932
0,a lone man climbing high on a snowy mountain.,A man is skiing down the mountain.,8936
1,"He makes the pitch, and the batter is at the ready.",The man pitches the ball.,8945
0,Bridesmaids and bride grooms are posing for a photo with the couple getting married.,A coupel posing with the bride and grrom.,8949
1,A man passing by a group along a cobblestone road.,The group is passed by a man on the cobblestone road.,8954
0,Male artist with no shirt and a tattoo on stage at an even with a microphone with a purple backdrop and stage lights above him.,The man is singing.,8958
0,"A young man, with billowy red-hair, lines up his shot of the 9 ball on a pool table.",The man is playing an arcade game.,8959
0,Craftslady marking a hand made bead she just made.,The woman is a professional crafter.,8963
1,An Asian baseball player on the field appears to catch the baseball- with out a mitt!,a baseball player catches a baseball,8967
1,"A mounted, uniformed officer and his dog walking on a beach.",The officer and his dog are walking at the beach.,8978
1,A blond woman with a red pail squats to look at the ground at the water's edge.,a woman is looking,8984
1,A casually dressed man gases confused at a pile of ingredients sitting on a kitchen counter.,A man stares oddly at a pile of ingredients in his kitchen.,8989
0,Young boys stop skateboarding to look at statue and talk.,Some boys are sitting by the lake.,8994
1,Tribesman with a handmade basket full of grass.,The tribesman are carrying something.,8996
0,Two hockey players one in yellow and one in white competing against each other to gain control of the hockey puck.,People are on teams.,9007
1,Guy with tissue in ear taking pictures.,A guy is taking pictures.,9008
0,A man in a gray t-shirt walks down a public street past a pair of tall office buildings.,A man is unable to walk.,9009
1,"A girl in a ethereal, blue costume holding a decorated hula hoop gazes intently into the camera.",a girl in a costume,9014
1,"Many students are sitting in a lecture hall, paying attention and taking notes.",People are gathered indoors.,9015
0,An individual sitting on the dock at the beach looking at the ocean.,"After having a bad breakup, a man sits on the dock and wastes time.",9021
1,A smiley young girl sitting at the controls of something electronic.,The girl using technology,9032
1,Two surgeons performing a surgery.,Doctors are working.,9033
0,A group of bikers riding through the woods,A group of people are outside on a trail biking.,9045
1,A heavyset woman reading in her seat on a city transportation vehicle.,A large woman reads in her seat.,9048
0,An adult woman is fixing the hair of a little girl in a pink dress.,A hairdresser is styling a girls hair.,9057
1,An older woman dressed in the garments of an African tribe has her right hand in a cracked brown pot and holds her left hand over another brown pot.,An African woman holds a pot.,9058
1,Many people are gathered and the group in the foreground is conversing with drinks and their coolers nearby.,A group of people holding drinks are conversing while surrounded by others,9062
1,A dog is running towards a ball to catch it.,a dog runs towards a ball.,9064
1,A group of men is drinking at a table.,A group of men are drinking.,9070
1,two teen boys wearing black are talking to each other on their sidewalk.,The boys are moving their mouths.,9081
0,A girl is outside painting a picture of a lady on the side of the wall using chalk,The girl is barrel racing.,9086
1,A small boy enjoys chasing ducks in the fall.,A child plays with an animal.,9087
1,"A man with a long black hair and beard, wearing a black shirt is sitting on rocks within a fenced in enclosure while holding the paw of a young polar bear.",A man with long black hair and a beard plays with a polar bear's paw inside of its enclosure.,9091
0,A small girl in the grass plays with fingerpaints in front of a white canvas with a rainbow on it.,A girl is kicking a ball around.,9093
1,A dog jumping a pole.,A dog is jumping.,9094
0,A street vendor selling red roses.,The seller is wearing jeans.,9098
1,Two people in bright orange coats are working on some piece of equipment that is dealing with a train.,a pair of people work around a train,9111
0,"A man holds a small child while pointing something out in the distance, while in the city.",A man is pointing at an old building.,9117
1,"Several members of a wedding party, including the bride, are walking past a lamp and some park benches.",A part of a wedding party walk with the bride outside near some stuff.,9118
1,A man in a white outfit is playing an electric keyboard.,An electric musical instrument is being played by a man in white.,9121
0,A kid is using a touch-screen computer in a retail store.,A kid loading youtube videos.,9126
0,Dogs are pulling a person on a sled in the snow.,The person is wearing gloves.,9127
0,A man wearing a white shirt and red shorts is getting ready to kick a football.,The man is sitting down watching football.,9145
1,A black car is racing down a dirt road.,The road was unpaved.,9146
1,A young blond woman rests next to some luggage.,A woman is near her luggage.,9151
